Protein,Layer
P59665,16
P83881,10
Q01970,10
Q06520,10
Q12834,12
Q12889,10
Q4KMP7,16
Q5JQF8,10
Q5JVG8,14
Q5TGI0,16
Q68DL7,10
Q6ICI0,9
Q6P050,6
Q6P7N7,10
Q6PI73,10
Q6QNY0,16
Q6UWV7,10
Q6UXZ4,16
Q6ZNA5,10
Q6ZNJ1,14
Q76MJ5,6
Q86T13,10
Q8IX19,10
Q8N1N0,10
Q8N8X9,10
Q8N945,10
Q8NFN8,10
Q8NGE7,10
Q8NGM9,10
Q8NHV9,8
Q8TET4,10
Q8WUT4,10
Q8WWF6,16
Q93070,10
Q96C12,18
Q96CS2,14
Q96FL8,11
Q96HR9,16
Q96I36,10
Q96IM9,10
Q96LP2,29
Q96M63,11
Q96Q06,12
Q99594,10
Q9BRX2,10
Q9BSI4,14
Q9BX70,10
Q9BX74,10
Q9BXW4,11
Q9BYC2,10
Q9BYV1,6
Q9C0B9,10
Q9HD64,2
Q9NP31,10
Q9NP58,10
Q9NQ87,10
Q9NUU7,10
Q9NYM4,10
Q9NZS9,16
Q9UFP1,8
Q9UHK6,10
Q9ULV3,11
Q9Y2D8,17
Q9Y5H9,10
Q9Y5Y2,10
A0A1W2PRV1,10
A0JNW5,10
A6NDA9,11
A6NF36,18
B3EWG3,19
O14880,11
O15375,10
O43854,10
O60506,10
O75038,6
O75311,10
O75616,8
O75947,11
O94842,11
P05161,12
P09238,6
P0C7L1,9
P0C7U0,10
P0DN80,10
P13985,14
P13995,10
P17025,16
P19099,11
P31749,6
P33681,10
P36980,10
P37058,10
P55001,10
P62191,10
P78559,10
Q02978,10
Q03135,12
Q05481,25
Q07352,10
Q15061,11
Q17R60,10
Q2M3V2,11
Q33E94,14
Q4U2R8,10
Q5I7T1,8
Q5NDL2,10
Q5U5X8,27
Q5VSR9,9
Q5VV41,10
Q6ECI4,11
Q6L8H4,12
Q6P5Z2,6
Q6Q0C0,10
Q6XLA1,10
Q6ZT07,10
Q765P7,10
Q7Z304,14
Q86XI6,10
Q8IW41,6
Q8IWB6,6
Q8IYD2,10
Q8IYM1,9
Q8N126,10
Q8N6N3,16
Q8N9N8,12
Q8ND76,11
Q8NDX5,10
Q8NGA5,10
Q8TAV4,10
Q8TB96,18
Q8TE57,8
Q8WX93,10
Q8WXI4,16
Q92844,11
Q96JN8,13
Q96KG9,6
Q96M19,11
Q96MM6,10
Q96N64,10
Q96PD2,10
Q96QE5,10
Q99574,10
Q99733,10
Q9BPU9,10
Q9BS31,6
Q9BVA1,10
Q9BXL5,20
Q9BXN2,10
Q9BXU7,8
Q9GZU2,11
Q9H3R0,8
Q9H4Q4,22
Q9H611,8
Q9P2K6,5
Q9P2Z0,8
Q9UBH6,11
Q9UBW5,11
Q9UHF7,10
Q9UKR5,12
Q9UQB9,6
Q9Y2E5,10
Q9Y2G8,10
Q9Y644,10
A0A075B6W4,0
A0A1B0GUA6,16
A0A494C191,11
A0A6Q8PHR7,21
H7C241,9
O00533,10
O00555,6
O75896,13
O75928,10
O75934,11
O94964,22
O95073,10
O95081,22
P01127,10
P08700,13
P10909,12
P12318,10
P17019,16
P19021,10
P25787,14
P28698,11
P34949,16
P43116,10
P48426,10
P53396,10
P54105,10
P60370,2
P78536,8
P80723,11
Q13231,6
Q13326,11
Q13510,10
Q13637,10
Q14515,7
Q15172,10
Q16270,6
Q4KMX7,16
Q5JTY5,10
Q5RKV6,11
Q5T481,10
Q5TFG8,11
Q5VTD9,6
Q5VV52,6
Q5VVH2,9
Q68DY9,6
Q6PCB5,8
Q6ZNI0,10
Q6ZTW0,9
Q6ZU65,10
Q71DI3,10
Q7Z3B1,6
Q86T23,26
Q86YT9,6
Q8IUI4,16
Q8IUX8,14
Q8IWR1,16
Q8IY18,9
Q8IZL8,11
Q8N2C9,14
Q8NFP0,10
Q8NGE2,10
Q8NGG1,10
Q8NGN0,10
Q8NGP2,10
Q8TBP5,28
Q8WVM8,10
Q8WXA9,10
Q96JI7,5
Q96MW1,14
Q96P50,11
Q96PX6,16
Q96QT4,10
Q96SR6,16
Q9BQ89,20
Q9BSD3,24
Q9BTT4,10
Q9BVI4,11
Q9C0C6,11
Q9H2X0,10
Q9H4B6,10
Q9H4E7,10
Q9HBF4,9
Q9HCE7,10
Q9P291,6
Q9UBU3,14
Q9UBX3,9
Q9UGI9,10
Q9UK59,10
Q9UKB3,10
Q9UKZ4,10
Q9ULJ3,18
Q9UNS1,11
Q9UPA5,12
Q9Y278,8
Q9Y383,10
Q9Y471,10
Q9Y487,8
Q9Y4L1,10
Q9Y5I7,9
Q9Y5Z0,10
A0A0B4J280,10
A0A0G2JRQ6,10
A0A1W2PP81,10
A0A286YFG1,12
A0A2R8YEH3,10
A6NI72,9
A6NKW6,10
A6NMB1,10
D6RIA3,10
H3BPM6,16
O00534,10
O15037,10
O43688,11
O60341,12
O60902,8
O75145,16
O95399,10
O95744,9
P00540,6
P05155,16
P0C263,6
P0C264,6
P0CW00,10
P0DTU4,10
P10966,10
P17987,10
P18669,10
P20592,9
P20800,10
P23771,10
P24666,10
P31146,11
P42773,6
P43686,10
P47888,10
P48742,8
P50336,12
P62424,10
P63167,12
P84085,10
P86480,29
Q01484,16
Q08050,10
Q13253,10
Q15572,14
Q2QD12,6
Q4QY38,16
Q5JPH6,16
Q5TA78,12
Q68DE3,11
Q6UXY1,11
Q6ZNM6,16
Q711Q0,11
Q7L3S4,5
Q7RTS7,11
Q7RTX7,10
Q8IUX1,12
Q8IVQ6,10
Q8IYR6,9
Q8IYU2,16
Q8N0U6,8
Q8N104,10
Q8N387,24
Q8N831,10
Q8NAC3,10
Q8NGY6,10
Q8NGY7,10
Q8TF42,10
Q96AJ1,14
Q96AQ8,11
Q96DD7,10
Q96DX8,10
Q96G79,10
Q96HY7,10
Q96MA6,10
Q96NW4,16
Q9BQ49,24
Q9BQ67,11
Q9BWV7,10
Q9BZA8,10
Q9BZM5,10
Q9C0K0,6
Q9H320,2
Q9H814,11
Q9H853,10
Q9HAV0,32
Q9NPJ1,10
Q9NRW1,10
Q9NWW6,10
Q9P2J2,10
Q9UDR5,10
Q9UGK8,8
Q9UH64,14
Q9UM47,16
Q9Y2H2,10
Q9Y2I7,10
Q9Y3A3,10
Q9Y485,9
Q9Y536,10
Q9Y5L3,15
A0A0A0MT78,14
A0A0J9YW62,10
A0A0U1RRI6,10
A0A1W2PQU2,20
A0A3B3IU46,11
A6NMT0,8
A6PVC2,10
A8MTJ6,10
O00746,10
O14874,10
O14910,8
O14964,10
O15335,10
O60500,10
O60869,10
O75192,10
O94810,10
O94817,10
O95297,10
O95503,10
P04233,10
P06850,10
P0DP74,10
P14770,10
P19876,10
P23141,11
P42658,8
P43378,10
P49590,10
P49674,9
P50052,10
P50440,10
P50749,10
P50993,8
P51884,2
P51955,6
P53779,6
P60059,10
P60709,10
P60852,10
P78385,11
P84157,10
P99999,10
Q01658,10
Q13835,10
Q14586,16
Q15032,10
Q15041,12
Q16581,10
Q16656,16
Q1W4C9,9
Q3MII6,16
Q5T292,10
Q5T6F2,21
Q6UXK5,11
Q6ZRT6,21
Q6ZVS7,11
Q7KZF4,10
Q86UK5,10
Q86Y37,11
Q8IZP7,8
Q8N228,11
Q8N4B4,5
Q8N7U9,12
Q8N8L2,6
Q8N9I0,10
Q8NEH6,12
Q8NFF2,10
Q8NG84,10
Q8NGV5,10
Q92878,10
Q92947,6
Q96BF3,10
Q96NS5,11
Q96RU3,11
Q96SL8,6
Q9BQ13,10
Q9BQG2,10
Q9BX84,10
Q9BYS8,6
Q9BZJ8,10
Q9H4B8,10
Q9H5Q4,10
Q9H7Z3,11
Q9H8E8,10
Q9HCZ1,5
Q9HDD0,16
Q9NP72,10
Q9NPB0,26
Q9NXJ5,10
Q9NYW7,10
Q9NZQ0,10
Q9P0I2,11
Q9P2X3,10
Q9P2Y4,6
Q9UBP5,10
Q9Y5F3,10
Q9Y5I4,10
A0A0C4DH68,10
A0A0K0K1E9,10
A0A0U1RRL7,5
A0A494C176,14
A1L188,10
A6NC97,10
A6NDP7,11
A8MZA4,27
B3KS81,20
H3BNL8,10
O00370,18
O00602,10
O14654,10
O15162,10
O15535,10
O43930,6
O75298,11
O75891,10
O95390,14
O95867,10
P0CG30,10
P12872,10
P28347,10
P41182,10
P41229,8
P42126,10
P50750,6
P54577,7
P61599,9
P62330,10
Q05513,6
Q05516,10
Q12824,10
Q13769,11
Q15008,11
Q15155,10
Q15672,10
Q16690,6
Q2M385,10
Q3C1V9,21
Q3KP22,14
Q495T6,11
Q499Y3,11
Q53H12,10
Q5BKY6,25
Q5T6R2,14
Q5VTH2,19
Q5VZR2,11
Q69YH5,4
Q6BDS2,10
Q6JVE9,10
Q6NUI6,11
Q6NVY1,7
Q6UX15,10
Q6ZN68,11
Q6ZQY7,20
Q6ZR54,14
Q6ZRS2,14
Q6ZS49,20
Q6ZUT4,23
Q6ZVU0,11
Q76KX8,16
Q7RTY3,10
Q8IZF7,9
Q8N2G4,10
Q8N6K4,18
Q8N9L7,24
Q8NBF4,14
Q8NEW0,10
Q8NH03,10
Q8NH08,10
Q8TBK2,13
Q8TCH9,14
Q8TEQ6,6
Q8WV60,6
Q8WW27,10
Q92633,10
Q92851,10
Q969E4,11
Q96GE6,10
Q96HB5,11
Q96IR3,21
Q96K12,11
Q96NL6,28
Q9BRP9,14
Q9H015,10
Q9H0V9,10
Q9H6F2,10
Q9H7R5,16
Q9H9F9,10
Q9NQ30,9
Q9NQZ8,5
Q9NRC6,10
Q9NZD2,11
Q9UGR2,10
Q9UHL3,11
Q9UMY1,26
Q9UNH7,10
Q9UNW1,10
Q9Y6T7,10
A0A1B0GTY4,10
A0A1W2PQ27,10
A0A1W2PQL4,16
A0A577,10
A0PJW6,13
A6NKC0,10
A8MWD9,10
A8MXE2,10
A8MZF0,14
O14618,16
O15516,10
O43167,10
O43916,10
O60481,2
O60840,7
O75459,21
O95185,16
O95670,10
O95848,10
O95865,10
P01570,10
P03928,11
P05129,6
P0C5K6,14
P0CG38,10
P0DP03,10
P0DUD1,11
P11586,9
P17050,10
P35520,10
P48167,10
P48723,10
P51397,0
P55061,11
P56597,10
P61024,15
P98196,10
Q07654,10
Q08881,6
Q10567,10
Q12852,6
Q12996,12
Q13507,10
Q13547,10
Q14894,6
Q16517,19
Q16572,10
Q53H47,12
Q5SXM8,11
Q5T0N1,10
Q5TDP6,19
Q5VV63,10
Q6IA86,11
Q6ICG8,10
Q6ISS4,10
Q6NSW5,10
Q6PII3,14
Q6UX41,10
Q75N90,11
Q7L5N1,10
Q7Z2F6,12
Q7Z3J3,10
Q7Z5Y6,14
Q7Z7D3,6
Q8IWD5,10
Q8IZT9,17
Q8N0Y7,10
Q8N5C7,10
Q8N9V7,10
Q8NDX1,10
Q8NI35,8
Q92478,10
Q92837,13
Q96MS3,6
Q96P63,16
Q99795,10
Q9BQ24,10
Q9BQD7,10
Q9BQY4,10
Q9BSB4,10
Q9BWG6,8
Q9BZI1,8
Q9BZP3,12
Q9H000,10
Q9H1M4,10
Q9H422,6
Q9H497,10
Q9H6T0,10
Q9H7T9,11
Q9NP85,10
Q9NPE2,10
Q9NPE6,11
Q9NQ35,11
Q9NQC3,11
Q9NY25,10
Q9UIF7,10
Q9UM82,11
Q9UQL6,10
Q9Y2B0,10
A0A0B4J2F0,12
A0A0G2JMM0,10
A0A0J9YWP8,14
A0A1B0GW54,29
A1A5B4,13
A4D1T9,10
A6NM45,9
A8MT19,9
B7ZC32,10
O00512,27
O43281,10
O43365,8
O60664,10
O75417,10
O75563,10
O75578,10
O95166,11
O95365,10
O96005,11
P05108,10
P08247,12
P0DKX0,16
P11441,11
P15907,10
P17026,6
P19878,6
P22888,10
P27695,10
P27816,11
P29317,6
P32970,10
P33778,10
P35658,10
P43354,10
P62753,13
P78426,8
P82664,12
Q06136,10
Q07889,10
Q14767,11
Q17RM4,11
Q30KQ7,16
Q3V6T2,11
Q5H9I0,9
Q5JS13,10
Q5K131,11
Q5T5A4,29
Q5VWQ0,8
Q5XPI4,10
Q658K8,20
Q6RFH8,8
Q6ZMS7,14
Q6ZSS3,6
Q7Z3S9,6
Q7Z465,6
Q7Z4H9,29
Q7Z5A9,11
Q86VU5,8
Q8IUQ0,10
Q8IW75,10
Q8IWJ2,16
Q8IYB9,16
Q8IZJ4,10
Q8N5N7,16
Q8N6I1,28
Q8N8A6,6
Q8NCR6,13
Q8NE35,10
Q8NGE3,10
Q8NGK1,10
Q8NGN1,10
Q8NGQ3,10
Q8NGS5,10
Q8NGX0,10
Q8TF68,2
Q8WV16,17
Q8WVI0,11
Q92952,10
Q96MN9,8
Q96MX3,5
Q96RT6,12
Q99961,16
Q9BSW7,10
Q9BVL2,24
Q9H1M0,16
Q9H223,9
Q9H310,11
Q9H342,11
Q9H3H1,10
Q9H5Z6,10
Q9H6J7,10
Q9NP87,10
Q9NQT8,10
Q9NU63,6
Q9NWQ8,11
Q9NZ52,10
Q9UBC7,21
Q9UBL3,10
Q9Y3B7,11
Q9Y5Q0,10
A0A087WSY4,10
A0A0C4DH32,10
A0A1B0GUT2,14
A1L453,10
A5A3E0,10
O00408,10
O00560,8
O14776,10
O43852,10
O60548,10
O60909,10
O75364,8
O75380,10
P00736,10
P01602,10
P02533,10
P09848,16
P0DUQ2,10
P10747,10
P21333,10
P26378,10
P29074,10
P29120,10
P47887,11
P51688,10
P55060,11
P78371,10
P83110,7
P86452,6
Q0VDG4,10
Q12968,10
Q13342,10
Q13790,22
Q14154,6
Q14201,11
Q14527,6
Q14722,10
Q15386,11
Q4VX62,21
Q4ZJI4,17
Q53S58,10
Q5JTH9,11
Q6IA17,10
Q6IF82,10
Q6IFN5,10
Q6L8G4,12
Q6NUP7,6
Q6P4D5,12
Q6PEZ8,2
Q6T310,10
Q6UDR6,10
Q6VB84,10
Q6ZNB6,7
Q6ZV65,12
Q6ZVM7,10
Q7Z7E8,10
Q86Y97,10
Q8IWX8,10
Q8IXB3,11
Q8IXY8,10
Q8N957,10
Q8NA29,10
Q8NH16,10
Q8TBF8,26
Q8TCB7,10
Q8TD43,10
Q8TEU8,16
Q8WXD2,9
Q92610,10
Q92623,6
Q92624,6
Q92664,2
Q92835,10
Q96BQ3,16
Q96EP0,21
Q96KC9,2
Q96KN7,10
Q96MM7,10
Q96PG1,11
Q96RL6,6
Q99467,11
Q9BTX1,9
Q9BYR0,20
Q9BZ29,10
Q9BZK3,12
Q9BZL3,11
Q9GZP0,10
Q9H0U9,10
Q9H900,12
Q9HC16,10
Q9NVH1,16
Q9NYB9,14
Q9NYZ1,11
Q9UBC1,10
Q9UF33,6
Q9UH62,10
Q9UHQ4,11
Q9UMZ3,14
Q9Y2V2,10
Q9Y3D9,11
A0A455ZAR2,14
A0A7L8Y648,14
A6NCM1,10
A6NCW0,10
B5MCN3,6
B5MD39,10
O00634,16
O14830,10
O15432,10
O43143,14
O43294,10
O43623,6
O94874,11
O94988,10
O95104,10
O95393,14
P01906,10
P05120,16
P06870,10
P09622,6
P10586,14
P21802,6
P31327,10
P41439,10
P48664,10
P52657,15
P52757,10
P60900,14
P61568,22
P61769,10
P62979,11
P79483,10
P84077,10
Q03395,10
Q07157,6
Q0D2I5,11
Q0VF49,16
Q12768,11
Q12841,10
Q13829,10
Q14114,10
Q14162,19
Q14684,11
Q16658,10
Q16698,6
Q24JP5,10
Q53FA7,11
Q53GG5,10
Q5FVE4,6
Q5HYK3,10
Q5U4P2,10
Q5VSL9,10
Q5VTU8,13
Q6IEG0,11
Q6IFG1,10
Q6PEW1,11
Q6ZW13,24
Q6ZW31,10
Q7L5Y6,10
Q7Z7M8,10
Q86T96,10
Q86VH5,10
Q8IVB4,16
Q8IY42,14
Q8IYW2,9
Q8N4M7,12
Q8N5A5,10
Q8N8N7,10
Q8NBQ5,10
Q8NFR3,10
Q8NGH3,10
Q8TAA1,16
Q8TAX7,18
Q8WXF7,11
Q8WXU2,10
Q92793,9
Q96BJ8,10
Q96C34,14
Q96C36,16
Q96SI1,10
Q9BU64,10
Q9BXF3,9
Q9BXS4,11
Q9H082,10
Q9H2K2,11
Q9H974,10
Q9H9H5,10
Q9NQS1,10
Q9NRH1,10
Q9NTJ3,10
Q9NUB1,6
Q9NZJ0,8
Q9NZV6,10
Q9P0U3,11
Q9P253,9
Q9UEE9,16
Q9UHX3,9
Q9UK12,5
Q9UPS6,9
Q9Y6N5,10
A0A024R1R8,15
A0A0B4J2E0,10
A0A1B0GUV7,29
A0A1B0GVR7,16
A0A3B3IRQ3,20
A6NLU5,10
A6NMD0,11
A6NNE9,10
O00142,10
O00178,9
O00241,10
O00255,10
O14684,11
O43677,17
O43715,10
O43818,5
O60343,14
O94812,10
O94887,10
O95273,13
O95563,10
P07320,10
P07988,10
P0CE72,10
P11686,16
P23142,14
P30872,10
P31271,8
P31645,11
P33260,10
P35558,9
P48145,10
P50391,10
P53672,10
P58180,10
P60602,10
P62847,10
P68104,9
P78324,10
Q01362,21
Q07837,10
Q13323,28
Q15195,10
Q16655,14
Q3LI66,20
Q460N5,10
Q5T5N4,10
Q5T7P6,16
Q5TCY1,15
Q5TEA3,8
Q5VIR6,11
Q69YN2,10
Q6Q4G3,10
Q7Z460,9
Q7Z7B1,14
Q86Y34,10
Q8IUD2,24
Q8IWA5,10
Q8IYE1,25
Q8IYP2,10
Q8IYX1,10
Q8IYX3,11
Q8N6Y0,28
Q8NGL2,10
Q8NH90,10
Q8TE96,10
Q8TF20,5
Q8WTW4,10
Q8WUR7,10
Q96BR6,6
Q96CT2,10
Q96ED9,11
Q96KG7,13
Q96MA1,11
Q96N46,10
Q99727,16
Q99943,10
Q9BUF5,10
Q9BWE0,5
Q9C0D3,6
Q9GZX9,9
Q9H147,11
Q9H9J2,10
Q9HBL8,11
Q9NQH7,10
Q9NR45,10
Q9NRP4,11
Q9NVC6,11
Q9NXS3,16
Q9NYV9,10
Q9P0L2,6
Q9P2B4,11
Q9UBL6,10
Q9UHC9,16
Q9ULL8,11
Q9Y221,13
Q9Y2D0,10
Q9Y2V7,11
Q9Y600,10
A0A075B6Y3,18
A0A0A6YYG2,10
A1A519,11
A3QJZ7,10
A8K8V0,6
H3BS89,9
O00443,8
O14514,9
O60431,10
O60443,10
O60502,10
O60682,10
O76071,5
O95661,10
P00451,10
P04839,6
P07911,10
P14679,10
P15291,10
P16083,6
P16104,10
P18510,10
P20702,10
P30101,10
P35916,6
P36954,10
P41223,11
P49458,11
P50553,10
P51857,10
P56937,10
P59901,10
P63151,5
Q01130,10
Q06141,10
Q06481,11
Q08945,10
Q12972,10
Q14534,10
Q16853,11
Q2TAL6,10
Q4G0Z9,8
Q4VC39,19
Q53S08,10
Q53TS8,10
Q5MJ68,16
Q5TA77,12
Q5VUJ9,10
Q5VX52,10
Q5VXD3,10
Q5XG92,11
Q6IN97,8
Q6P589,28
Q6ZS17,10
Q71RC9,20
Q71RG4,11
Q7L5L3,10
Q7Z5L2,11
Q86X60,10
Q8IX90,12
Q8N3G9,10
Q8NDA8,11
Q8NGN3,10
Q8NH92,10
Q8NI08,10
Q8TCE6,10
Q8TDS5,10
Q8TF32,22
Q8WUG5,10
Q8WVV9,10
Q969W3,14
Q96EP1,10
Q96FZ7,10
Q96I24,8
Q96IY1,11
Q96JB8,11
Q96LM1,25
Q96PF1,10
Q96PM9,10
Q99878,10
Q9BT92,12
Q9BXW3,23
Q9H0A3,11
Q9H0M5,5
Q9H1R3,6
Q9H492,10
Q9H6Z9,11
Q9H7V2,11
Q9NR31,10
Q9NR90,10
Q9NY97,10
Q9NYG2,10
Q9P0N9,10
Q9UBU9,13
Q9UG63,10
Q9UKS6,10
Q9Y397,10
Q9Y3S1,6
Q9Y5Z4,10
Q9Y6F9,10
A0A183,12
A0A191URJ7,10
A0A1B0GVZ6,11
A0A286YEY9,12
A0A6Q8PGL7,28
A5PL33,8
A6NJ64,21
A6NNS2,10
A8MQ27,10
A8MVA2,12
A8MXD5,10
D3DTV9,21
H3BQW9,6
O15243,10
O43424,10
O43676,11
O60888,10
O75716,6
O75900,8
P01042,10
P05111,10
P0C2S0,10
P0C7Q6,10
P0DOY2,10
P11049,10
P16662,10
P20226,10
P21918,10
P22794,6
P31040,10
P35556,11
P39059,10
P43359,15
P50552,10
P56704,10
P61962,5
Q14192,12
Q2M5E4,10
Q3LXA3,10
Q5JRC9,11
Q5SY16,10
Q5T9S5,24
Q5TAT6,21
Q69YL0,26
Q6IEE7,10
Q6PJ61,10
Q6UXC1,14
Q6ZP68,23
Q6ZQN7,10
Q70EK8,16
Q70IA6,11
Q7M4L6,10
Q86UP0,10
Q86YJ7,10
Q8IXJ6,10
Q8IZ69,10
Q8N0Y3,10
Q8N136,11
Q8NCK7,10
Q8NCR0,8
Q8NDB6,18
Q8NH10,10
Q8TDC3,6
Q8TED0,11
Q8WVB6,10
Q8WW18,22
Q92564,10
Q92794,9
Q96EF9,6
Q96K37,10
Q96KF2,16
Q96LA9,10
Q96LJ8,10
Q96P31,10
Q99590,11
Q9BSJ8,10
Q9BVG9,11
Q9BX69,12
Q9BZ19,10
Q9C0J9,14
Q9H2R5,10
Q9H2S9,6
Q9H4F1,10
Q9H4H8,10
Q9H6B1,10
Q9H6S3,10
Q9HAK2,10
Q9HBH7,28
Q9HCK4,10
Q9HD26,6
Q9NZB2,10
Q9NZR1,10
Q9UI38,10
Q9ULD4,10
Q9ULZ9,6
Q9UNZ2,10
Q9UQF2,10
Q9Y3B1,14
Q9Y3C0,11
Q9Y5B6,11
A0A075B6Q5,10
A0A075B6X7,20
A0A075B6Z4,17
A0A0U1RR11,10
A0A0U1RRA0,15
A0A1B0GTZ2,11
A0A286YFK9,32
A2RU30,11
A8MPX8,10
B1AMM8,13
O00203,10
O14598,20
O43320,10
O75365,10
O95139,10
O95235,10
O95409,8
P02792,10
P08100,10
P09228,10
P0C623,10
P0C7V4,10
P0DN77,10
P0DSO1,21
P10606,11
P14778,16
P17041,6
P17252,6
P20142,10
P25025,10
P35527,10
P36871,10
P48740,10
P49366,10
P50990,10
P51170,10
P51679,10
P55283,10
P56537,10
Q01433,10
Q12986,10
Q14532,11
Q30KP9,16
Q30KQ6,16
Q494U1,10
Q4G0N4,10
Q5JQF7,11
Q5T1N1,14
Q5T5Y3,10
Q5VZF2,10
Q6I9Y2,10
Q6NW29,10
Q6P2H8,10
Q6P4A7,12
Q6PCD5,11
Q6PXP3,10
Q6UWK7,13
Q6ZNQ3,2
Q6ZUU3,14
Q7RTX1,6
Q7Z569,11
Q86TG1,11
Q86Y26,11
Q86YW0,6
Q8IUC3,12
Q8IVL0,10
Q8N130,10
Q8N448,8
Q8NCF0,10
Q8NDG6,10
Q8NGY0,10
Q8WWF3,28
Q8WWY7,20
Q92567,11
Q92901,11
Q96B02,10
Q96C01,10
Q96E39,9
Q96ND8,6
Q99626,8
Q9BPU6,5
Q9BT78,11
Q9C002,10
Q9H2G2,6
Q9H6R3,10
Q9H9A5,11
Q9HA38,10
Q9HB55,11
Q9HCS2,11
Q9HD87,15
Q9NP55,10
Q9NPF8,11
Q9NRR4,16
Q9UDW1,10
Q9UGI0,14
Q9UJA3,10
Q9UNP9,10
Q9Y2W1,11
Q9Y5R4,6
Q9Y6A5,11
A0A075B6H8,10
A0A0C4DH39,10
A0A0J9YWD0,21
A1L020,10
A2RRH5,5
A4D250,12
O00299,10
O00483,14
O15514,10
O75200,21
O75610,14
O75636,10
O95147,10
P07093,10
P08243,10
P08912,10
P0C5J1,10
P0C7X4,10
P0DMU7,10
P11021,10
P15086,10
P15509,10
P19961,10
P20851,10
P26012,8
P33897,10
P35610,10
P41440,10
P47985,10
P52797,10
P53701,14
P56179,8
P98155,10
Q03518,10
Q05D32,16
Q06432,9
Q0VDI3,11
Q13144,10
Q15738,11
Q16635,10
Q16676,10
Q3LI77,12
Q5C9Z4,11
Q5SVQ8,10
Q5T0T0,10
Q5VVJ2,10
Q6HA08,10
Q6IE81,10
Q6NUT3,10
Q6UWW9,14
Q86VS8,11
Q8IV38,6
Q8IVH8,6
Q8IVT5,6
Q8IWA6,6
Q8N323,8
Q8NFH8,10
Q8NGC3,10
Q8NGQ4,10
Q8TBZ3,10
Q8TC26,11
Q8WVC6,10
Q8WXH4,11
Q8WYA6,10
Q92481,11
Q92482,10
Q92583,10
Q92599,10
Q92830,9
Q96EE3,5
Q96L12,10
Q96P68,10
Q96RJ6,10
Q96RU8,6
Q96T66,12
Q99705,10
Q9BUF7,24
Q9H503,10
Q9HAT0,10
Q9HB71,10
Q9HBG4,8
Q9HBK9,10
Q9NPF7,10
Q9NRD5,8
Q9NS23,11
Q9NX24,9
Q9NY99,8
Q9P2B7,14
Q9P2H3,5
Q9P2U8,10
Q9UBE8,6
Q9UBV4,10
Q9UHD4,12
Q9UM54,10
Q9UNM6,11
Q9UNN4,11
Q9Y2R5,11
Q9Y3Q3,10
Q9Y5G8,10
Q9Y6X4,9
A0A075B6R2,10
A4D1F6,11
A6NCI4,10
A6NEL3,31
A6NGN9,6
A6NKN8,10
A6NMX2,10
A8K2U0,6
A8K7I4,10
A8MQB3,14
A8MX19,6
O00167,10
O15204,10
O43323,10
O43897,6
O60518,10
O94804,6
O95257,10
O95271,11
O95751,16
P01037,10
P08758,10
P09488,16
P0DP72,10
P14672,10
P15924,13
P19883,9
P20585,10
P26717,10
P30408,21
P35251,10
P39060,10
P41586,10
P41743,6
P43360,10
P48507,10
P52888,11
P53567,10
P53778,6
P55287,10
P60412,2
P80297,22
P82663,12
Q01344,10
Q04760,10
Q04828,10
Q13007,10
Q13491,11
Q13685,8
Q13753,16
Q14627,10
Q1W6H9,20
Q4VXF1,16
Q5QP82,14
Q66K14,10
Q6IEZ7,10
Q6UXG2,16
Q6XCG6,14
Q70SY1,11
Q7L1S5,8
Q86XI8,10
Q8IWA4,9
Q8IWC1,22
Q8N5G2,11
Q8N612,10
Q8N954,14
Q8N9R0,26
Q8NCH0,15
Q8NGZ5,10
Q8NH01,10
Q8TAQ5,5
Q8TCI5,10
Q96F05,22
Q96IR7,11
Q96MT1,10
Q99967,21
Q99985,10
Q9BSV6,10
Q9BXJ5,10
Q9H2X6,6
Q9H305,6
Q9H3M9,16
Q9H553,10
Q9H7C9,10
Q9H7M9,10
Q9H8M9,14
Q9HAE3,10
Q9NP90,10
Q9NPB3,10
Q9NPZ5,10
Q9NRX2,10
Q9NWF9,8
Q9UBI4,10
Q9UJ68,10
Q9UKF2,10
Q9UKV5,10
Q9ULB5,10
Q9UMX5,9
Q9Y2F5,10
Q9Y5K3,16
A0A0A0MS00,10
A6NHN6,21
A6NI86,11
A7MCY6,11
A8MUV8,14
B7ZBB8,10
O14908,11
O15118,6
O15370,11
O15431,11
O15442,10
O60361,10
O75334,16
O76080,10
O95672,11
O96014,10
P00480,10
P02751,10
P05814,9
P06703,10
P11171,10
P18505,10
P18564,8
P20853,10
P24298,6
P28067,10
P31268,8
P51991,10
P56377,14
P57679,19
P63135,14
P69892,10
P82932,10
Q08257,11
Q0VD86,18
Q12929,10
Q13519,10
Q14833,10
Q15291,11
Q15438,10
Q15771,10
Q3LI72,2
Q3SXR2,12
Q3ZM63,21
Q5JVS0,14
Q5T9A4,10
Q6IQ26,10
Q6NXT1,6
Q6P1S2,10
Q6PEY0,10
Q6UW63,10
Q6UY27,10
Q6XD76,10
Q7L1I2,10
Q7L266,10
Q7Z6B7,10
Q86UY5,10
Q86YC2,20
Q8IXI2,10
Q8IYI0,11
Q8IZ16,10
Q8N6G2,12
Q8N8J7,11
Q8NBK3,10
Q8NCL8,11
Q8NDX9,10
Q8NGB4,10
Q8TEC5,8
Q8WV28,10
Q8WWG9,10
Q8WWY3,10
Q8WXT5,10
Q8WYL5,6
Q96B33,9
Q96CB8,10
